ID,pKi,Smiles
CHEMBL261827,7,Fc1ccc(C(Cl)Cn2ncc3c(NCc4cccc(F)c4)ncnc32)cc1
CHEMBL3689578,10.3,Cc1ccncc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1
CHEMBL3689553,9.52,O=C(Nc1cc2ccc(-c3cnccc3C(F)(F)F)cc2cn1)C1CC1
CHEMBL2397817,7.22,Cc1ccc(C(Cl)Cn2ncc3c(Nc4ccccc4)ncnc32)cc1
CHEMBL3685032,8.15,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)c3ccncc3)ncc2c1
CHEMBL3685094,7.82,Cc1ccc(F)cc1-c1ccc2c(Cl)c(N)ncc2c1
CHEMBL3689633,10,CNC(=O)Nc1cc2ccc(-c3cnccc3C)cc2cn1
CHEMBL406845,6.3,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21
CHEMBL3685031,9,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCN(C)CC3)ncc2c1
CHEMBL3689672,8,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(CN(C)C)n1
CHEMBL3689740,9.66,Cc1cc(C(C)(C)O)ncc1-c1cc2cnc(NC(=O)C3CC3F)cc2cn1
CHEMBL3689613,8.785,Cc1ccc(C(=O)NC2CCOC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL473102,6.7,CSc1nc(NCCc2ccccc2)c2cnn(CC(Cl)c3ccc(F)cc3)c2n1
CHEMBL255164,6.65,O=C(Nc1nnc(SCc2ccc(Br)cc2)s1)c1ccccc1Cl
CHEMBL3685010,9.4,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3(F)F)ncc2c1
CHEMBL2397807,5.48,Clc1ccc(Cl)c(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)c1
CHEMBL3689580,8.7,Cc1cnc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689645,9.52,Cc1ccncc1-c1cc2cnc(NC(=O)C3CC3)cc2cn1
CHEMBL3685120,7.74,O=C(Nc1cc2ccc(-c3cnccn3)cc2cn1)C1CC1
CHEMBL3394083,6.82,CSc1nc(Nc2cccc(O)c2)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3689748,8.3,Cc1ccc2[nH]ncc2c1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1
CHEMBL3684997,8.15,Clc1ccccc1-c1ccc2cc(Nc3ccccn3)ncc2c1
CHEMBL2397808,5.96,Clc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)cc1Cl
CHEMBL3689643,8.7,O=C(Nc1cc2c(C3CC3)nc(-c3ccccc3Cl)cc2cn1)C1CC1
CHEMBL2030556,6.55,CC(C)n1nc(-c2cc3c(Cl)cccc3[nH]2)c2c(N)ncnc21
CHEMBL3689724,7.6,Cc1cc([S+](C)[O-])ncc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1
CHEMBL291273,5.82,CCOCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1
CHEMBL399627,6.82,CSc1nc(Nc2cccc(Br)c2)c2cnn(CC(Cl)c3ccc(F)cc3)c2n1
CHEMBL271009,6.4,O=C(Nc1nnc(SCc2ccccc2)s1)c1ccc(Cl)cc1
CHEMBL473103,6.01,CSc1nc(N2CCOCC2)c2cnn(CC(Br)c3ccccc3)c2n1
CHEMBL3689658,9.7,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(CF)n1
CHEMBL3689729,9.355,Cc1ccnc(C(C)O)c1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1
CHEMBL3685016,9.52,Cc1cc(F)ccc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685134,10.4,O=C(Nc1cc2ccc(-c3cccc4[nH]ncc34)cc2cn1)C1CC1
CHEMBL3689710,8.99,Clc1cccc(Cl)c1-c1ccc2cc(Nc3ccnc(N4CCOCC4)n3)ncc2c1
CHEMBL3689592,9.7,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL241749,6.96,CSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccc(Cl)cc3)c2n1
CHEMBL515135,6.52,CCN(CC)c1nc(SC)nc2c1cnn2CC(Cl)c1ccc(Cl)cc1
CHEMBL3685176,8.15,Cc1ccc(NC(=O)C2CCN(C)CC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689612,9.3,Cc1ccc(C(=O)NC2CCCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL402288,6.57,O=C(Nc1nnc(SCc2cccc(F)c2)s1)c1ccccc1Cl
CHEMBL3689644,8.7,O=C(Nc1cc2cnc(C3CCCCC3)cc2cn1)C1CC1
CHEMBL3689610,9.52,Cc1ccc(C(=O)NC2(C)CCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685086,7.38,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(O)CC3)ncc2c1
CHEMBL3689747,7.66,O=C(Nc1cc2cnc(-c3ccccc3OC(F)(F)F)cc2cn1)C1CC1F
CHEMBL3685014,9.05,N#Cc1ncc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689559,9.15,Cc1ccc(NC(=O)c2ccc(C3CCN(C)C3)cc2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685137,9,Cc1nccnc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL391724,7.1,CSc1nc(NCc2ccccc2F)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3689656,7.96,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(Nc2ccccc2)n1
CHEMBL3685059,8.4,O=C(Nc1cc2ccc(-c3cncnc3)cc2cn1)C1CC1
CHEMBL3689678,10.7,Cc1ccc2[nH]ncc2c1-c1cc2cnc(NC(=O)C3CC3F)cc2cn1
CHEMBL230686,7.71,Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12
CHEMBL2397801,6.05,ClC(Cn1ncc2c(Nc3ccccc3)ncnc21)c1ccccc1
CHEMBL1773092,5.68,Fc1ccc(C(Cl)Cn2ncc3c(NCc4ccccn4)ncnc32)cc1
CHEMBL3685058,8.05,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(C)C)ncc2c1
CHEMBL3689572,8.05,Cc1ncc(NC(=O)C2CCOCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689640,9.1,O=C(Nc1cc2c[n+]([O-])c(-c3ccccc3Cl)cc2cn1)C1CC1
CHEMBL3689623,9,Cc1c(F)cc(C(=O)NC2COC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685024,9.3,Cc1cc(F)c(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3617740,5.92,CC(NC(=O)CCCCCC(=O)Nc1cccc(Nc2nccc(Nc3cc(C4CC4)[nH]n3)n2)c1)c1ccco1
CHEMBL473517,6.57,CSc1nc(NCCc2ccccc2)c2cnn(CC(Br)c3ccccc3)c2n1
CHEMBL3685114,8.7,Cc1ccncc1-c1ccc2cc(NC(=O)C3CCN(C)CC3)ncc2c1
CHEMBL3689594,9.52,Cc1ccc(NC(=O)C2(O)CCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689751,7.38,Cc1ccc(C(=O)NC2(C)COC2)cc1-c1ccc2cc(N)ncc2c1
CHEMBL3685117,8.4,CCNC(=O)Nc1ncc2cc(-c3cc(F)ccc3C)ccc2c1F
CHEMBL1836675,6,CSc1nc(NCc2ccccc2F)c2cnn(CC(C)c3ccccc3)c2n1
CHEMBL1775042,6.66,OCCNc1nc(NCCc2ccccc2)c2cnn(C=Cc3ccccc3)c2n1
CHEMBL3685072,10,CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1
CHEMBL473516,6.72,CSc1nc(NCc2ccccc2)c2cnn(CC(Br)c3ccccc3)c2n1
CHEMBL3689746,9.71,Cc1ccnc(CO)c1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1
CHEMBL3685102,10,Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689682,7.82,O=C(Nc1cc2ccc(-c3c(Cl)cccc3Cl)nc2cn1)C1CC1
CHEMBL206575,5.3,Cc1ccc(N2NC(=O)C(=Cc3ccc(-c4ccc(C)c(Cl)c4)o3)C2=O)cc1C
CHEMBL272947,6.72,COc1ccc(CSc2nnc(NC(=O)c3ccc(Cl)cc3)s2)cc1
CHEMBL3689717,8.98,Cc1c(F)cncc1-c1cc2cnc(NC(=O)C3CC3F)cc2c[n+]1[O-]
CHEMBL41910,6.49,CCCCNc1nc(SCC)nc2c1cnn2CC(Cl)c1ccccc1
CHEMBL3394091,6.82,Oc1cccc(Nc2nc(SC3CCCC3)nc3c2cnn3CC(Cl)c2ccccc2)c1
CHEMBL2030558,5.26,COc1ccc(-c2nn(CC3CCNCC3)c3ncnc(N)c23)cc1C
CHEMBL3685148,9,CC(C)Cc1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685021,8.52,Cn1cc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cn1
CHEMBL1775038,6.24,Fc1ccc(CNc2nc(SCCN3CCOCC3)nc3c2cnn3CC(Cl)c2ccccc2)cc1
CHEMBL3685075,9.22,COc1ccc(C)c(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)c1
CHEMBL3689629,8.7,Cc1ccc(C(=O)NC2(C)COC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685066,9.7,N#Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689727,9.35,CCOC1CC1C(=O)Nc1cc2ccc(-c3cnccc3C)cc2cn1
CHEMBL3685111,8.7,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCNCC3)ncc2c1
CHEMBL3685109,8.22,O=C(Nc1cc2ccc(Oc3cccnc3)cc2cn1)C1CC1
CHEMBL3685037,9,O=C(Nc1cc2ccc(-c3ccc4[nH]ccc4c3)cc2cn1)C1CC1
CHEMBL3685116,7.43,CCNC(=O)Nc1ncc2cc(-c3cc(F)ccc3C)ccc2c1Cl
CHEMBL3689590,8.52,COC(C)(C)C(=O)Nc1ccc(C)c(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)c1
CHEMBL3685182,9,O=C(Nc1cc2ccc(N3CCC(O)C3)cc2cn1)C1CC1
CHEMBL3685183,7.39,NCc1cccc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)c1
CHEMBL1785020,6.12,COc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1
CHEMBL270452,5.9,COc1ccc(CSc2nnc(NC(=O)c3ccccc3Cl)s2)cc1
CHEMBL3685011,8.52,Cc1cnc(C)c(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)c1
CHEMBL454923,7,CCCSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3689723,10.05,Cc1ccc[n+]([O-])c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689662,9.52,Cc1nc(C)c(-c2nc(-c3cc(F)ccc3C)cc3cnc(NC(=O)C4CC4)cc23)s1
CHEMBL3689543,9.16,Cc1ccc(NC(=O)C2CCOC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685168,8.1,COCC(C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL1241489,7.16,CC(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21
CHEMBL3685077,9,Cc1ccc(N(C)C)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689604,9.4,Cc1ccc(NC(=O)N2CCC(O)C2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689738,9.15,Cc1ccc(C(=O)NC2CC(F)(F)C2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685133,9.22,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC3CCOCC3)ncc2c1
CHEMBL1836676,5.73,CSc1nc(NCc2ccc(F)cc2)c2cnn(CC(C)c3ccccc3)c2n1
CHEMBL3684998,7.14,CSCNc1cc2ccc(-c3cc(F)ccc3Cl)cc2cn1
CHEMBL3689573,7.77,O=C(Nc1cc2ccc(NCCO)cc2cn1)C1CC1
CHEMBL236375,7.05,CSc1nc(NCc2ccccc2Cl)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL2397805,8.3,Clc1ccccc1CNc1ncnc2c1cnn2CC(Cl)c1ccc(Br)cc1
CHEMBL3689635,9.1,O=C(Nc1cc2c(Cl)nc(-c3ccccc3Cl)cc2cn1)C1CC1
CHEMBL3685026,7.77,O=C(Nc1cc2ccc(N3CCCC3)cc2cn1)C1CC1
CHEMBL3685050,9,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)CN(C)C)ncc2c1
CHEMBL564746,6.46,CSc1nc(NCCc2ccc(Cl)cc2)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3685174,9.7,Cc1ccc(NC(=O)C2CCOCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL2397806,6.85,Clc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)cc1
CHEMBL3689546,9.4,Cc1ccc(NC(=O)N2CCOCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689636,10,Cc1nc(-c2ccccc2Cl)cc2cnc(NC(=O)C3CC3)cc12
CHEMBL3689706,9.76,N#Cc1ccccc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL255324,7.05,O=C(Nc1nnc(SCc2ccc(Br)cc2)s1)c1ccc(F)cc1
CHEMBL3685177,10,Cc1ccc(NC(=O)c2ccc(CN(C)C)cc2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL1836680,5.97,CSc1nc(Nc2cccc(Br)c2)c2cnn(CC(C)c3ccccc3)c2n1
CHEMBL255368,6.66,O=C(Nc1nnc(SCc2cccc(F)c2)s1)c1ccc(Cl)cc1
CHEMBL3689558,9.52,Cc1ccc(NC(=O)c2ccc(C3CCCN3C)cc2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685053,6.44,COc1cccc(C(=O)Nc2cc3ccc(-c4cc(F)ccc4C)cc3cn2)c1
CHEMBL207471,6.3,Nc1[nH]cnc2nnc(-c3ccc(Cl)cc3)c1-2
CHEMBL3689556,7.98,O=C(Nc1cc2ccc(OC3COCC3O)cc2cn1)C1CC1
CHEMBL3689628,9.7,Cc1ccc(NC(=O)C2CCC2)c(F)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL438610,4.24,O=C(Nc1ccccc1)Nc1nnc(Cc2ccccc2)s1
CHEMBL685,5.34,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
CHEMBL207360,6,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)C1=Cc1cccc(OCc2ccccc2)c1
CHEMBL3689638,7.7,O=C(Nc1cc2cnc(-c3ccccc3Cl)c(O)c2cn1)C1CC1
CHEMBL3685013,9,N#Cc1ccncc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL1242754,5.8,CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21
CHEMBL404666,6.28,CC(C)(C)N1CN(c2ccc(Cl)cc2)C(N)=C2C=NN=C21
CHEMBL3685052,6.88,COc1ccccc1C(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1
CHEMBL3685121,7.38,Cc1cnc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cn1
CHEMBL3685041,9.52,CC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1
CHEMBL409082,7.15,O=C(Nc1nnc(SCc2ccccc2)s1)c1ccc(F)cc1
CHEMBL3685119,9.22,Cc1ccc(F)cc1-c1ccc2cc(Nc3cc(CO)ccn3)ncc2c1
CHEMBL3689618,9,Cc1cncc(C)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL203493,5.01,C(=Cn1ncc2c(NCCc3ccccc3)ncnc21)c1ccccc1
CHEMBL3689616,9.22,Cc1ccc(C(=O)Nc2cnn(C)c2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685034,7.28,COc1ccc(C(=O)Nc2cc3ccc(-c4cc(F)ccc4C)cc3cn2)cc1
CHEMBL3689630,8,Cc1ccc(C(=O)NC2(C)COC2)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1
CHEMBL551542,6.52,COc1ccc(CNc2nc(SC)nc3c2cnn3CC(Cl)c2ccccc2)cc1
CHEMBL3689634,9.4,O=C(Nc1cc2cnc(-c3cc(F)ccc3Cl)cc2cn1)C1CC1
CHEMBL3394082,6.37,CC(Cn1ncc2c(Nc3cccc(O)c3)nc(SCCN3CCOCC3)nc21)c1ccccc1
CHEMBL3689664,8.795,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(-c2ccncc2)n1
CHEMBL408291,6.12,O=C(Nc1nnc(SCc2cccc(Cl)c2)s1)c1ccccc1Cl
CHEMBL270492,7.7,Fc1ccc(C(Cl)Cn2ncc3c(NCc4ccccc4F)ncnc32)cc1
CHEMBL3689646,10,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2cn1
CHEMBL410931,6.36,Fc1ccc(C(Cl)Cn2ncc3c(NCc4ccccc4)ncnc32)cc1
CHEMBL3689687,8.1,Cc1ccc(F)cc1-c1cc(O)c2cc(NC(=O)C3CC3)ncc2n1
CHEMBL3689686,7.72,Cc1ccc(F)cc1-c1cc(C)c2cc(NC(=O)C3CC3)ncc2n1
CHEMBL1775036,6.86,Clc1cccc(Nc2nc(SCCN3CCOCC3)nc3c2cnn3CC(Cl)c2ccccc2)c1
CHEMBL3685080,9.52,Cc1ccnc(C)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685043,8.7,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(C)(C)C)ncc2c1
CHEMBL3689753,7.38,Cc1ncc(C(=O)NC2(C)CCC2)cc1-c1ccc2cc(N)ncc2c1
CHEMBL3685028,6.39,CN1CCN(c2ccc3cc(NC(=O)C4CC4)ncc3c2)CC1
CHEMBL3685001,6.36,Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1
CHEMBL454144,6.06,CCCNc1nc(SC)nc2c1cnn2CC(Br)c1ccccc1
CHEMBL3689679,7.38,Cc1ccc(C(=O)NC2(C)COC2)cc1-c1cc2cnc(NC(=O)C3CC3F)cc2cn1
CHEMBL273090,6.7,Fc1ccc(C(Cl)Cn2ncc3c(NCc4ccccc4Cl)ncnc32)cc1
CHEMBL3685112,8.52,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCN(C)C3)ncc2c1
CHEMBL3689680,9.52,O=C(Nc1cc2ncc(-c3cc(F)ccc3Cl)cc2cn1)C1CC1
CHEMBL3689627,8.15,Cc1cc(C(C)(C)O)ccc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685070,7.57,Cc1ccc(F)cc1-c1ccc2cc(NS(C)(=O)=O)ncc2c1
CHEMBL3685167,7.96,CC(CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685103,9.05,Cc1ccc(F)cc1-c1ccc2c(Br)c(NC(=O)C3CC3)ncc2c1
CHEMBL3689725,8.38,Cc1cc(C(N)C(F)(F)F)ncc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1
CHEMBL3689661,9.4,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(-c2ccccc2)n1
CHEMBL289125,5.143333333,CSc1nc(NCCc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3685181,10.15,Cc1ccnc(CO)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689624,9,Cc1ccc(C(=O)NC2COC2)c(F)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689699,9.76,O=C(Nc1cc2ccc(-c3c(F)cccc3F)cc2cn1)C1CC1
CHEMBL403731,7.33,O=C(Nc1nnc(SCc2ccc(Br)cc2)s1)c1ccc(Cl)cc1
CHEMBL3689566,8.4,Cc1ncc(N)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL312214,5.32,CCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1
CHEMBL454120,6.48,CCSc1nc(N(CC)CC)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3685171,9,Cc1ccc(NC(=O)c2cnn(C)c2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL378175,4.7,O=C1NN(c2ccc(I)cc2)C(=O)C1=Cc1ccc(N2CCOCC2)cc1
CHEMBL3689688,7.89,O=C(Nc1cc2ccc(C3(O)CCCCC3)nc2cn1)C1CC1
CHEMBL3685015,9,Cc1c(Cl)cccc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
